period_date,cbsa_code,unemployment_rate
2025-11-01,10180,3.5
2025-09-01,10180,3.7
2025-08-01,10180,4.0
2025-07-01,10180,3.6
2025-06-01,10180,3.4
2025-05-01,10180,3.4
2025-04-01,10180,3.0
2025-03-01,10180,3.3
2025-02-01,10180,3.7
2025-01-01,10180,3.5
2024-12-01,10180,2.9
2024-11-01,10180,3.4
2024-10-01,10180,3.4
2024-09-01,10180,3.4
2024-08-01,10180,3.8
2024-07-01,10180,3.9
2024-06-01,10180,3.9
2024-05-01,10180,3.2
2024-04-01,10180,2.9
2024-03-01,10180,3.3
2024-02-01,10180,3.7
2024-01-01,10180,3.6
2023-12-01,10180,3.0
2023-11-01,10180,3.0
2023-10-01,10180,3.2
2023-09-01,10180,3.4
2023-08-01,10180,3.7
2023-07-01,10180,3.7
2023-06-01,10180,3.8
2023-05-01,10180,3.3
2023-04-01,10180,3.0
2023-03-01,10180,3.5
2023-02-01,10180,4.0
2023-01-01,10180,4.2
2022-12-01,10180,3.3
2022-11-01,10180,3.4
2022-10-01,10180,3.4
2022-09-01,10180,3.3
2022-08-01,10180,3.5
2022-07-01,10180,3.6
2022-06-01,10180,3.8
2022-05-01,10180,3.2
2022-04-01,10180,3.1
2022-03-01,10180,3.3
2022-02-01,10180,3.8
2022-01-01,10180,4.0
2021-12-01,10180,3.4
2021-11-01,10180,3.8
2021-10-01,10180,4.1
2021-09-01,10180,4.2
2021-08-01,10180,4.4
2021-07-01,10180,4.7
2021-06-01,10180,5.1
2021-05-01,10180,4.4
2021-04-01,10180,4.5
2021-03-01,10180,5.2
2021-02-01,10180,5.4
2021-01-01,10180,5.4
2020-12-01,10180,5.0
2020-11-01,10180,5.0
2020-10-01,10180,4.8
2020-09-01,10180,5.5
2020-08-01,10180,5.5
2020-07-01,10180,6.9
2020-06-01,10180,7.5
2020-05-01,10180,8.2
2020-04-01,10180,8.3
2020-03-01,10180,4.4
2020-02-01,10180,2.9
2020-01-01,10180,3.0
2019-12-01,10180,2.6
2019-11-01,10180,2.8
2019-10-01,10180,2.8
2019-09-01,10180,2.9
2019-08-01,10180,3.2
2019-07-01,10180,3.3
2019-06-01,10180,3.3
2019-05-01,10180,2.7
2019-04-01,10180,2.5
2019-03-01,10180,3.1
2019-02-01,10180,3.2
2019-01-01,10180,3.5
2018-12-01,10180,3.1
2018-11-01,10180,3.1
2018-10-01,10180,3.1
2018-09-01,10180,3.3
2018-08-01,10180,3.4
2018-07-01,10180,3.5
2018-06-01,10180,3.7
2018-05-01,10180,3.0
2018-04-01,10180,3.1
2018-03-01,10180,3.4
2018-02-01,10180,3.6
2018-01-01,10180,3.6
2017-12-01,10180,3.2
2017-11-01,10180,3.3
2017-10-01,10180,3.2
2017-09-01,10180,3.4
2017-08-01,10180,3.9
2017-07-01,10180,4.0
2017-06-01,10180,4.0
2017-05-01,10180,3.7
2017-04-01,10180,3.4
2017-03-01,10180,3.8
2017-02-01,10180,4.2
2017-01-01,10180,4.2
2016-12-01,10180,3.8
2016-11-01,10180,3.8
2016-10-01,10180,3.9
2016-09-01,10180,4.2
2016-08-01,10180,4.1
2016-07-01,10180,4.3
2016-06-01,10180,4.2
2016-05-01,10180,3.7
2016-04-01,10180,3.5
2016-03-01,10180,3.9
2016-02-01,10180,3.8
2016-01-01,10180,3.8
2015-12-01,10180,3.5
2015-11-01,10180,3.8
2015-10-01,10180,3.8
2015-09-01,10180,3.9
2015-08-01,10180,3.9
2015-07-01,10180,4.2
2015-06-01,10180,4.2
2015-05-01,10180,3.9
2015-04-01,10180,3.5
2015-03-01,10180,3.9
2015-02-01,10180,4.0
2015-01-01,10180,4.1
2025-11-01,10420,4.1
2025-09-01,10420,4.3
2025-08-01,10420,5.2
2025-07-01,10420,5.6
2025-06-01,10420,5.2
2025-05-01,10420,4.8
2025-04-01,10420,5.2
2025-03-01,10420,5.5
2025-02-01,10420,5.6
2025-01-01,10420,5.6
2024-12-01,10420,4.6
2024-11-01,10420,4.3
2024-10-01,10420,4.0
2024-09-01,10420,4.3
2024-08-01,10420,4.4
2024-07-01,10420,4.7
2024-06-01,10420,4.7
2024-05-01,10420,4.1
2024-04-01,10420,4.1
2024-03-01,10420,4.5
2024-02-01,10420,4.6
2024-01-01,10420,4.6
2023-12-01,10420,3.7
2023-11-01,10420,3.5
2023-10-01,10420,3.6
2023-09-01,10420,3.7
2023-08-01,10420,3.9
2023-07-01,10420,3.6
2023-06-01,10420,3.8
2023-05-01,10420,3.2
2023-04-01,10420,3.2
2023-03-01,10420,4.0
2023-02-01,10420,4.3
2023-01-01,10420,4.3
2022-12-01,10420,3.6
2022-11-01,10420,3.4
2022-10-01,10420,3.6
2022-09-01,10420,3.7
2022-08-01,10420,4.2
2022-07-01,10420,4.2
2022-06-01,10420,4.3
2022-05-01,10420,3.4
2022-04-01,10420,3.6
2022-03-01,10420,4.0
2022-02-01,10420,4.5
2022-01-01,10420,4.7
2021-12-01,10420,3.5
2021-11-01,10420,3.6
2021-10-01,10420,3.8
2021-09-01,10420,4.4
2021-08-01,10420,4.9
2021-07-01,10420,5.4
2021-06-01,10420,6.0
2021-05-01,10420,5.4
2021-04-01,10420,6.0
2021-03-01,10420,6.8
2021-02-01,10420,6.8
2021-01-01,10420,7.2
2020-12-01,10420,6.0
2020-11-01,10420,5.5
2020-10-01,10420,6.0
2020-09-01,10420,7.5
2020-08-01,10420,7.9
2020-07-01,10420,9.9
2020-06-01,10420,11.2
2020-05-01,10420,12.5
2020-04-01,10420,14.1
2020-03-01,10420,5.5
2020-02-01,10420,4.6
2020-01-01,10420,5.1
2019-12-01,10420,4.0
2019-11-01,10420,3.8
2019-10-01,10420,3.8
2019-09-01,10420,4.0
2019-08-01,10420,4.2
2019-07-01,10420,4.5
2019-06-01,10420,4.4
2019-05-01,10420,3.6
2019-04-01,10420,3.7
2019-03-01,10420,4.4
2019-02-01,10420,4.8
2019-01-01,10420,5.4
2018-12-01,10420,4.6
2018-11-01,10420,4.1
2018-10-01,10420,4.1
2018-09-01,10420,4.1
2018-08-01,10420,4.3
2018-07-01,10420,4.5
2018-06-01,10420,4.9
2018-05-01,10420,4.1
2018-04-01,10420,4.5
2018-03-01,10420,4.9
2018-02-01,10420,5.2
2018-01-01,10420,5.4
2017-12-01,10420,4.7
2017-11-01,10420,4.4
2017-10-01,10420,4.4
2017-09-01,10420,4.6
2017-08-01,10420,4.9
2017-07-01,10420,5.0
2017-06-01,10420,5.1
2017-05-01,10420,4.5
2017-04-01,10420,4.6
2017-03-01,10420,5.4
2017-02-01,10420,5.9
2017-01-01,10420,6.3
2016-12-01,10420,5.2
2016-11-01,10420,4.7
2016-10-01,10420,4.9
2016-09-01,10420,5.1
2016-08-01,10420,4.9
2016-07-01,10420,5.0
2016-06-01,10420,5.0
2016-05-01,10420,4.5
2016-04-01,10420,4.8
2016-03-01,10420,5.4
2016-02-01,10420,5.6
2016-01-01,10420,5.8
2015-12-01,10420,4.9
2015-11-01,10420,4.7
2015-10-01,10420,4.5
2015-09-01,10420,4.6
2015-08-01,10420,4.5
2015-07-01,10420,4.9
2015-06-01,10420,5.0
2015-05-01,10420,4.7
2015-04-01,10420,4.7
2015-03-01,10420,5.5
2015-02-01,10420,5.8
2015-01-01,10420,6.3
2025-11-01,10500,4.8
2025-09-01,10500,4.2
2025-08-01,10500,4.3
2025-07-01,10500,4.3
2025-06-01,10500,4.5
2025-05-01,10500,4.0
2025-04-01,10500,3.7
2025-03-01,10500,4.3
2025-02-01,10500,4.4
2025-01-01,10500,4.1
2024-12-01,10500,3.8
2024-11-01,10500,4.0
2024-10-01,10500,4.2
2024-09-01,10500,4.0
2024-08-01,10500,4.8
2024-07-01,10500,4.6
2024-06-01,10500,4.7
2024-05-01,10500,4.1
2024-04-01,10500,3.6
2024-03-01,10500,4.0
2024-02-01,10500,4.0
2024-01-01,10500,4.0
2023-12-01,10500,3.5
2023-11-01,10500,3.6
2023-10-01,10500,3.9
2023-09-01,10500,3.7
2023-08-01,10500,4.3
2023-07-01,10500,3.9
2023-06-01,10500,4.2
2023-05-01,10500,4.0
2023-04-01,10500,3.3
2023-03-01,10500,3.8
2023-02-01,10500,4.1
2023-01-01,10500,4.0
2022-12-01,10500,3.7
2022-11-01,10500,3.8
2022-10-01,10500,4.0
2022-09-01,10500,3.8
2022-08-01,10500,4.7
2022-07-01,10500,4.1
2022-06-01,10500,4.3
2022-05-01,10500,3.7
2022-04-01,10500,3.4
2022-03-01,10500,3.8
2022-02-01,10500,4.1
2022-01-01,10500,4.4
2021-12-01,10500,3.5
2021-11-01,10500,3.9
2021-10-01,10500,4.2
2021-09-01,10500,4.2
2021-08-01,10500,5.3
2021-07-01,10500,5.3
2021-06-01,10500,6.4
2021-05-01,10500,5.7
2021-04-01,10500,5.5
2021-03-01,10500,6.1
2021-02-01,10500,6.3
2021-01-01,10500,6.9
2020-12-01,10500,6.8
2020-11-01,10500,6.4
2020-10-01,10500,6.9
2020-09-01,10500,7.8
2020-08-01,10500,8.2
2020-07-01,10500,9.1
2020-06-01,10500,8.8
2020-05-01,10500,9.4
2020-04-01,10500,11.3
2020-03-01,10500,5.1
2020-02-01,10500,4.3
2020-01-01,10500,4.6
2019-12-01,10500,4.1
2019-11-01,10500,4.0
2019-10-01,10500,4.1
2019-09-01,10500,4.2
2019-08-01,10500,4.7
2019-07-01,10500,4.5
2019-06-01,10500,4.7
2019-05-01,10500,4.4
2019-04-01,10500,3.8
2019-03-01,10500,4.5
2019-02-01,10500,4.6
2019-01-01,10500,5.4
2018-12-01,10500,4.8
2018-11-01,10500,4.7
2018-10-01,10500,4.7
2018-09-01,10500,4.6
2018-08-01,10500,5.3
2018-07-01,10500,5.2
2018-06-01,10500,5.6
2018-05-01,10500,4.7
2018-04-01,10500,4.4
2018-03-01,10500,4.8
2018-02-01,10500,5.1
2018-01-01,10500,5.2
2017-12-01,10500,4.9
2017-11-01,10500,5.0
2017-10-01,10500,5.2
2017-09-01,10500,5.2
2017-08-01,10500,5.9
2017-07-01,10500,5.7
2017-06-01,10500,6.0
2017-05-01,10500,5.7
2017-04-01,10500,5.4
2017-03-01,10500,5.7
2017-02-01,10500,6.1
2017-01-01,10500,6.2
2016-12-01,10500,6.0
2016-11-01,10500,5.8
2016-10-01,10500,6.2
2016-09-01,10500,6.3
2016-08-01,10500,6.7
2016-07-01,10500,6.5
2016-06-01,10500,6.8
2016-05-01,10500,6.2
2016-04-01,10500,6.2
2016-03-01,10500,6.7
2016-02-01,10500,6.6
2016-01-01,10500,6.7
2015-12-01,10500,6.5
2015-11-01,10500,6.5
2015-10-01,10500,6.7
2015-09-01,10500,6.8
2015-08-01,10500,7.4
2015-07-01,10500,7.5
2015-06-01,10500,7.5
2015-05-01,10500,7.4
2015-04-01,10500,6.7
2015-03-01,10500,7.1
2015-02-01,10500,7.4
2015-01-01,10500,7.7
2025-11-01,10540,5.1
2025-09-01,10540,5.6
2025-08-01,10540,5.9
2025-07-01,10540,5.7
2025-06-01,10540,5.6
2025-05-01,10540,5.0
2025-04-01,10540,4.6
2025-03-01,10540,5.5
2025-02-01,10540,5.5
2025-01-01,10540,5.7
2024-12-01,10540,4.6
2024-11-01,10540,4.4
2024-10-01,10540,4.3
2024-09-01,10540,4.4
2024-08-01,10540,4.9
2024-07-01,10540,5.0
2024-06-01,10540,4.5
2024-05-01,10540,4.1
2024-04-01,10540,4.2
2024-03-01,10540,4.9
2024-02-01,10540,5.1
2024-01-01,10540,5.2
2023-12-01,10540,4.3
2023-11-01,10540,4.0
2023-10-01,10540,3.9
2023-09-01,10540,4.0
2023-08-01,10540,4.2
2023-07-01,10540,4.2
2023-06-01,10540,4.0
2023-05-01,10540,3.7
2023-04-01,10540,3.4
2023-03-01,10540,4.1
2023-02-01,10540,4.5
2023-01-01,10540,4.8
2022-12-01,10540,4.3
2022-11-01,10540,4.3
2022-10-01,10540,4.2
2022-09-01,10540,4.2
2022-08-01,10540,4.7
2022-07-01,10540,4.6
2022-06-01,10540,4.2
2022-05-01,10540,3.7
2022-04-01,10540,4.0
2022-03-01,10540,4.5
2022-02-01,10540,4.6
2022-01-01,10540,5.0
2021-12-01,10540,4.1
2021-11-01,10540,4.0
2021-10-01,10540,4.1
2021-09-01,10540,4.6
2021-08-01,10540,5.2
2021-07-01,10540,5.8
2021-06-01,10540,5.9
2021-05-01,10540,5.7
2021-04-01,10540,6.1
2021-03-01,10540,6.9
2021-02-01,10540,6.9
2021-01-01,10540,7.5
2020-12-01,10540,6.5
2020-11-01,10540,6.0
2020-10-01,10540,6.1
2020-09-01,10540,7.7
2020-08-01,10540,7.6
2020-07-01,10540,9.5
2020-06-01,10540,9.6
2020-05-01,10540,11.3
2020-04-01,10540,14.0
2020-03-01,10540,5.5
2020-02-01,10540,4.3
2020-01-01,10540,4.6
2019-12-01,10540,3.5
2019-11-01,10540,3.2
2019-10-01,10540,3.4
2019-09-01,10540,3.8
2019-08-01,10540,4.5
2019-07-01,10540,4.9
2019-06-01,10540,4.4
2019-05-01,10540,3.8
2019-04-01,10540,4.2
2019-03-01,10540,5.0
2019-02-01,10540,5.1
2019-01-01,10540,5.5
2018-12-01,10540,4.7
2018-11-01,10540,4.3
2018-10-01,10540,4.3
2018-09-01,10540,4.3
2018-08-01,10540,4.7
2018-07-01,10540,4.8
2018-06-01,10540,4.5
2018-05-01,10540,3.8
2018-04-01,10540,4.3
2018-03-01,10540,5.0
2018-02-01,10540,5.1
2018-01-01,10540,5.3
2017-12-01,10540,4.5
2017-11-01,10540,4.1
2017-10-01,10540,4.3
2017-09-01,10540,4.5
2017-08-01,10540,5.1
2017-07-01,10540,5.2
2017-06-01,10540,4.6
2017-05-01,10540,4.1
2017-04-01,10540,4.3
2017-03-01,10540,5.0
2017-02-01,10540,4.9
2017-01-01,10540,5.5
2016-12-01,10540,4.6
2016-11-01,10540,4.5
2016-10-01,10540,4.9
2016-09-01,10540,5.2
2016-08-01,10540,5.8
2016-07-01,10540,6.2
2016-06-01,10540,6.0
2016-05-01,10540,5.4
2016-04-01,10540,5.8
2016-03-01,10540,6.4
2016-02-01,10540,6.3
2016-01-01,10540,6.4
2015-12-01,10540,5.9
2015-11-01,10540,6.0
2015-10-01,10540,5.9
2015-09-01,10540,6.1
2015-08-01,10540,6.4
2015-07-01,10540,7.0
2015-06-01,10540,6.7
2015-05-01,10540,6.5
2015-04-01,10540,6.6
2015-03-01,10540,7.1
2015-02-01,10540,7.1
2015-01-01,10540,7.5
2025-11-01,10580,3.4
2025-09-01,10580,3.6
2025-08-01,10580,3.7
2025-07-01,10580,3.4
2025-06-01,10580,2.9
2025-05-01,10580,2.7
2025-04-01,10580,2.7
2025-03-01,10580,3.5
2025-02-01,10580,4.0
2025-01-01,10580,3.7
2024-12-01,10580,3.1
2024-11-01,10580,3.0
2024-10-01,10580,3.0
2024-09-01,10580,2.9
2024-08-01,10580,3.6
2024-07-01,10580,3.6
2024-06-01,10580,3.3
2024-05-01,10580,3.1
2024-04-01,10580,3.1
2024-03-01,10580,3.6
2024-02-01,10580,3.9
2024-01-01,10580,3.7
2023-12-01,10580,3.4
2023-11-01,10580,3.1
2023-10-01,10580,3.2
2023-09-01,10580,3.1
2023-08-01,10580,3.4
2023-07-01,10580,3.2
2023-06-01,10580,3.0
2023-05-01,10580,2.8
2023-04-01,10580,2.5
2023-03-01,10580,3.1
2023-02-01,10580,3.5
2023-01-01,10580,3.5
2022-12-01,10580,2.8
2022-11-01,10580,2.7
2022-10-01,10580,2.6
2022-09-01,10580,2.8
2022-08-01,10580,3.3
2022-07-01,10580,3.3
2022-06-01,10580,3.1
2022-05-01,10580,2.8
2022-04-01,10580,2.8
2022-03-01,10580,3.4
2022-02-01,10580,3.7
2022-01-01,10580,3.6
2021-12-01,10580,2.7
2021-11-01,10580,3.0
2021-10-01,10580,3.3
2021-09-01,10580,3.6
2021-08-01,10580,4.3
2021-07-01,10580,4.6
2021-06-01,10580,4.8
2021-05-01,10580,4.4
2021-04-01,10580,4.8
2021-03-01,10580,5.6
2021-02-01,10580,6.0
2021-01-01,10580,5.7
2020-12-01,10580,5.1
2020-11-01,10580,4.7
2020-10-01,10580,4.9
2020-09-01,10580,6.0
2020-08-01,10580,6.7
2020-07-01,10580,8.6
2020-06-01,10580,9.2
2020-05-01,10580,11.1
2020-04-01,10580,14.2
2020-03-01,10580,4.6
2020-02-01,10580,4.0
2020-01-01,10580,4.0
2019-12-01,10580,3.6
2019-11-01,10580,3.3
2019-10-01,10580,3.3
2019-09-01,10580,3.2
2019-08-01,10580,3.7
2019-07-01,10580,3.7
2019-06-01,10580,3.3
2019-05-01,10580,3.1
2019-04-01,10580,3.2
2019-03-01,10580,3.8
2019-02-01,10580,4.0
2019-01-01,10580,4.0
2018-12-01,10580,3.5
2018-11-01,10580,3.1
2018-10-01,10580,3.2
2018-09-01,10580,3.2
2018-08-01,10580,3.6
2018-07-01,10580,3.7
2018-06-01,10580,3.7
2018-05-01,10580,3.3
2018-04-01,10580,3.7
2018-03-01,10580,4.3
2018-02-01,10580,4.8
2018-01-01,10580,4.7
2017-12-01,10580,4.1
2017-11-01,10580,4.0
2017-10-01,10580,4.0
2017-09-01,10580,4.1
2017-08-01,10580,4.4
2017-07-01,10580,4.4
2017-06-01,10580,4.2
2017-05-01,10580,4.0
2017-04-01,10580,4.0
2017-03-01,10580,4.3
2017-02-01,10580,4.8
2017-01-01,10580,4.8
2016-12-01,10580,4.1
2016-11-01,10580,3.9
2016-10-01,10580,4.1
2016-09-01,10580,4.2
2016-08-01,10580,4.3
2016-07-01,10580,4.3
2016-06-01,10580,4.1
2016-05-01,10580,3.8
2016-04-01,10580,4.0
2016-03-01,10580,4.4
2016-02-01,10580,4.6
2016-01-01,10580,4.5
2015-12-01,10580,4.0
2015-11-01,10580,3.9
2015-10-01,10580,4.0
2015-09-01,10580,4.1
2015-08-01,10580,4.4
2015-07-01,10580,4.7
2015-06-01,10580,4.5
2015-05-01,10580,4.5
2015-04-01,10580,4.4
2015-03-01,10580,4.7
2015-02-01,10580,5.2
2015-01-01,10580,5.3
2025-11-01,10740,4.4
2025-09-01,10740,3.9
2025-08-01,10740,4.2
2025-07-01,10740,5.0
2025-06-01,10740,4.4
2025-05-01,10740,3.8
2025-04-01,10740,3.3
2025-03-01,10740,3.5
2025-02-01,10740,4.0
2025-01-01,10740,4.2
2024-12-01,10740,3.6
2024-11-01,10740,4.0
2024-10-01,10740,4.0
2024-09-01,10740,3.9
2024-08-01,10740,4.3
2024-07-01,10740,5.0
2024-06-01,10740,4.5
2024-05-01,10740,3.5
2024-04-01,10740,3.2
2024-03-01,10740,3.2
2024-02-01,10740,3.5
2024-01-01,10740,3.5
2023-12-01,10740,3.2
2023-11-01,10740,3.4
2023-10-01,10740,3.5
2023-09-01,10740,3.5
2023-08-01,10740,3.8
2023-07-01,10740,4.2
2023-06-01,10740,3.9
2023-05-01,10740,3.1
2023-04-01,10740,2.8
2023-03-01,10740,2.9
2023-02-01,10740,3.3
2023-01-01,10740,3.4
2022-12-01,10740,2.8
2022-11-01,10740,2.9
2022-10-01,10740,3.0
2022-09-01,10740,3.1
2022-08-01,10740,3.4
2022-07-01,10740,4.0
2022-06-01,10740,4.3
2022-05-01,10740,3.6
2022-04-01,10740,3.7
2022-03-01,10740,3.9
2022-02-01,10740,4.5
2022-01-01,10740,5.1
2021-12-01,10740,4.7
2021-11-01,10740,5.1
2021-10-01,10740,5.3
2021-09-01,10740,5.6
2021-08-01,10740,6.4
2021-07-01,10740,7.5
2021-06-01,10740,7.8
2021-05-01,10740,6.7
2021-04-01,10740,7.0
2021-03-01,10740,7.0
2021-02-01,10740,7.5
2021-01-01,10740,7.9
2020-12-01,10740,7.7
2020-11-01,10740,7.3
2020-10-01,10740,7.4
2020-09-01,10740,8.3
2020-08-01,10740,8.1
2020-07-01,10740,9.7
2020-06-01,10740,9.3
2020-05-01,10740,9.5
2020-04-01,10740,8.8
2020-03-01,10740,5.6
2020-02-01,10740,4.6
2020-01-01,10740,4.8
2019-12-01,10740,4.2
2019-11-01,10740,4.3
2019-10-01,10740,4.4
2019-09-01,10740,4.3
2019-08-01,10740,4.8
2019-07-01,10740,5.6
2019-06-01,10740,5.3
2019-05-01,10740,4.4
2019-04-01,10740,4.2
2019-03-01,10740,4.2
2019-02-01,10740,4.6
2019-01-01,10740,5.1
2018-12-01,10740,4.5
2018-11-01,10740,4.4
2018-10-01,10740,4.5
2018-09-01,10740,4.5
2018-08-01,10740,4.8
2018-07-01,10740,5.2
2018-06-01,10740,5.2
2018-05-01,10740,4.0
2018-04-01,10740,4.1
2018-03-01,10740,4.3
2018-02-01,10740,4.7
2018-01-01,10740,5.0
2017-12-01,10740,4.6
2017-11-01,10740,4.9
2017-10-01,10740,5.0
2017-09-01,10740,5.3
2017-08-01,10740,5.8
2017-07-01,10740,6.5
2017-06-01,10740,6.2
2017-05-01,10740,5.4
2017-04-01,10740,5.4
2017-03-01,10740,5.6
2017-02-01,10740,6.1
2017-01-01,10740,6.2
2016-12-01,10740,5.7
2016-11-01,10740,5.9
2016-10-01,10740,6.2
2016-09-01,10740,6.3
2016-08-01,10740,6.5
2016-07-01,10740,7.0
2016-06-01,10740,6.8
2016-05-01,10740,5.5
2016-04-01,10740,5.5
2016-03-01,10740,5.5
2016-02-01,10740,5.7
2016-01-01,10740,5.8
2015-12-01,10740,5.6
2015-11-01,10740,5.8
2015-10-01,10740,6.0
2015-09-01,10740,6.2
2015-08-01,10740,6.5
2015-07-01,10740,7.3
2015-06-01,10740,7.0
2015-05-01,10740,6.2
2015-04-01,10740,5.7
2015-03-01,10740,5.8
2015-02-01,10740,6.2
2015-01-01,10740,6.4
2025-11-01,10780,4.0
2025-09-01,10780,4.1
2025-08-01,10780,4.0
2025-07-01,10780,4.3
2025-06-01,10780,4.7
2025-05-01,10780,4.4
2025-04-01,10780,3.6
2025-03-01,10780,4.1
2025-02-01,10780,3.8
2025-01-01,10780,4.0
2024-12-01,10780,3.9
2024-11-01,10780,4.2
2024-10-01,10780,4.3
2024-09-01,10780,4.3
2024-08-01,10780,4.5
2024-07-01,10780,4.4
2024-06-01,10780,4.6
2024-05-01,10780,3.6
2024-04-01,10780,3.4
2024-03-01,10780,3.8
2024-02-01,10780,4.0
2024-01-01,10780,4.1
2023-12-01,10780,3.7
2023-11-01,10780,3.6
2023-10-01,10780,3.8
2023-09-01,10780,3.8
2023-08-01,10780,3.5
2023-07-01,10780,3.3
2023-06-01,10780,3.9
2023-05-01,10780,3.3
2023-04-01,10780,2.8
2023-03-01,10780,3.0
2023-02-01,10780,3.2
2023-01-01,10780,3.5
2022-12-01,10780,3.0
2022-11-01,10780,2.9
2022-10-01,10780,3.0
2022-09-01,10780,3.2
2022-08-01,10780,3.5
2022-07-01,10780,3.6
2022-06-01,10780,3.9
2022-05-01,10780,3.0
2022-04-01,10780,2.7
2022-03-01,10780,2.9
2022-02-01,10780,3.0
2022-01-01,10780,3.4
2021-12-01,10780,2.7
2021-11-01,10780,3.0
2021-10-01,10780,3.3
2021-09-01,10780,3.5
2021-08-01,10780,4.0
2021-07-01,10780,4.4
2021-06-01,10780,5.0
2021-05-01,10780,4.3
2021-04-01,10780,4.2
2021-03-01,10780,4.4
2021-02-01,10780,4.8
2021-01-01,10780,5.3
2020-12-01,10780,5.2
2020-11-01,10780,5.2
2020-10-01,10780,5.8
2020-09-01,10780,6.6
2020-08-01,10780,6.5
2020-07-01,10780,7.7
2020-06-01,10780,8.1
2020-05-01,10780,8.6
2020-04-01,10780,8.5
2020-03-01,10780,6.7
2020-02-01,10780,4.0
2020-01-01,10780,5.0
2019-12-01,10780,4.7
2019-11-01,10780,4.7
2019-10-01,10780,4.8
2019-09-01,10780,4.8
2019-08-01,10780,5.2
2019-07-01,10780,5.5
2019-06-01,10780,5.5
2019-05-01,10780,4.4
2019-04-01,10780,3.9
2019-03-01,10780,4.2
2019-02-01,10780,4.5
2019-01-01,10780,5.5
2018-12-01,10780,4.8
2018-11-01,10780,4.7
2018-10-01,10780,4.9
2018-09-01,10780,5.1
2018-08-01,10780,5.5
2018-07-01,10780,5.8
2018-06-01,10780,6.2
2018-05-01,10780,4.9
2018-04-01,10780,4.7
2018-03-01,10780,4.9
2018-02-01,10780,4.8
2018-01-01,10780,5.2
2017-12-01,10780,4.6
2017-11-01,10780,4.6
2017-10-01,10780,4.6
2017-09-01,10780,5.3
2017-08-01,10780,5.8
2017-07-01,10780,6.0
2017-06-01,10780,6.2
2017-05-01,10780,5.6
2017-04-01,10780,5.4
2017-03-01,10780,5.6
2017-02-01,10780,6.0
2017-01-01,10780,6.4
2016-12-01,10780,5.7
2016-11-01,10780,5.7
2016-10-01,10780,5.9
2016-09-01,10780,6.5
2016-08-01,10780,6.5
2016-07-01,10780,6.7
2016-06-01,10780,6.8
2016-05-01,10780,5.8
2016-04-01,10780,5.4
2016-03-01,10780,5.8
2016-02-01,10780,5.7
2016-01-01,10780,6.1
2015-12-01,10780,5.5
2015-11-01,10780,5.7
2015-10-01,10780,6.1
2015-09-01,10780,6.4
2015-08-01,10780,6.5
2015-07-01,10780,6.9
2015-06-01,10780,7.2
2015-05-01,10780,6.7
2015-04-01,10780,6.4
2015-03-01,10780,6.6
2015-02-01,10780,6.7
2015-01-01,10780,7.4
2025-11-01,10900,4.0
2025-09-01,10900,4.7
2025-08-01,10900,5.1
2025-07-01,10900,4.8
2025-06-01,10900,4.6
2025-05-01,10900,4.0
2025-04-01,10900,3.8
2025-03-01,10900,4.2
2025-02-01,10900,4.4
2025-01-01,10900,4.4
2024-12-01,10900,3.4
2024-11-01,10900,3.6
2024-10-01,10900,3.6
2024-09-01,10900,3.4
2024-08-01,10900,4.6
2024-07-01,10900,4.5
2024-06-01,10900,4.1
2024-05-01,10900,3.6
2024-04-01,10900,3.3
2024-03-01,10900,3.9
2024-02-01,10900,4.4
2024-01-01,10900,4.3
2023-12-01,10900,3.6
2023-11-01,10900,3.7
2023-10-01,10900,3.9
2023-09-01,10900,3.7
2023-08-01,10900,4.8
2023-07-01,10900,4.3
2023-06-01,10900,4.2
2023-05-01,10900,3.7
2023-04-01,10900,3.3
2023-03-01,10900,4.0
2023-02-01,10900,4.4
2023-01-01,10900,4.3
2022-12-01,10900,3.4
2022-11-01,10900,3.6
2022-10-01,10900,3.7
2022-09-01,10900,3.6
2022-08-01,10900,4.9
2022-07-01,10900,4.5
2022-06-01,10900,4.5
2022-05-01,10900,4.0
2022-04-01,10900,3.9
2022-03-01,10900,4.3
2022-02-01,10900,4.7
2022-01-01,10900,4.9
2021-12-01,10900,3.9
2021-11-01,10900,4.4
2021-10-01,10900,5.0
2021-09-01,10900,5.1
2021-08-01,10900,6.4
2021-07-01,10900,6.7
2021-06-01,10900,6.9
2021-05-01,10900,6.4
2021-04-01,10900,6.4
2021-03-01,10900,6.8
2021-02-01,10900,7.4
2021-01-01,10900,7.5
2020-12-01,10900,7.5
2020-11-01,10900,7.2
2020-10-01,10900,7.3
2020-09-01,10900,8.4
2020-08-01,10900,10.0
2020-07-01,10900,11.8
2020-06-01,10900,12.9
2020-05-01,10900,13.8
2020-04-01,10900,16.1
2020-03-01,10900,5.4
2020-02-01,10900,4.7
2020-01-01,10900,4.8
2019-12-01,10900,4.2
2019-11-01,10900,3.9
2019-10-01,10900,4.1
2019-09-01,10900,4.0
2019-08-01,10900,5.0
2019-07-01,10900,4.9
2019-06-01,10900,4.4
2019-05-01,10900,4.1
2019-04-01,10900,3.9
2019-03-01,10900,4.7
2019-02-01,10900,4.9
2019-01-01,10900,5.0
2018-12-01,10900,4.1
2018-11-01,10900,3.9
2018-10-01,10900,4.1
2018-09-01,10900,4.2
2018-08-01,10900,5.1
2018-07-01,10900,5.1
